GUID,Date (EST),URL,Contents,Author,Name,Country,State/Region,City/Urban Area,Category,Emotion,Source,Klout Score,Gender,Posts,Followers,Following
627246286740291584,7/31/2015 18:35,http://twitter.com/yeetsandyeets/status/627246286740291584,@bastilledan how you liking those chuck II's?,@yeetsandyeets,MAAAAAAAAAAAAAAR,,,,Value for money,,Twitter,47,,26869,561,565
625399778046836737,7/26/2015 16:18,http://twitter.com/drewlucro/status/625399778046836737,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@drewlucro,liazão,Brazil,,,Purchase Intent,,Twitter,56,,55936,6806,5390
625875084956278785,7/27/2015 23:47,http://twitter.com/wiIIfarquarson/status/625875084956278785,RT @Kyle_JSimmons @bastilledan you seen the new @Converse #ChuckII ?? They are quite glorious.,@wiIIfarquarson,junior,,,,Availability,,Twitter,46,M,45468,1105,851
626082959716528128,7/28/2015 13:33,http://twitter.com/HinzWilson/status/626082959716528128,Chuck II.... I'm coming for you...,@HinzWilson,wilson heienz,United States of America,,,Value for money,,Twitter,39,M,1458,189,240
626374586913976320,7/29/2015 8:51,http://twitter.com/JakeJoyce_95/status/626374586913976320,New ChuckII's look so good,@JakeJoyce_95,Jake?,United Kingdom,West Midlands,Birmingham,Value for money,,Twitter,44,M,2718,865,727
625949986996355072,7/28/2015 4:44,http://twitter.com/kristinaaamaaay/status/625949986996355072,#ChuckII WHIIIITE *o*,@kristinaaamaaay,Kristine Bruganda,Philippines,National Capital Region,Manila,Purchase Intent,,Twitter,40,F,5410,392,2000
627202710786473985,7/31/2015 15:42,http://twitter.com/SeanibusMaximus/status/627202710786473985,Finally decided to check into getting a pair of those Chuck II's and they're completely sold out on Converse's site. Shouldn't have waited.,@SeanibusMaximus,Sean,United States of America,Pennsylvania,Philadelphia,Availability,,Twitter,29,M,7248,187,417
626316639424745472,7/29/2015 5:01,http://twitter.com/NatalieHartt/status/626316639424745472,RT @emerald_202 W-aaahhhh gusto ko na rin ng #ChuckII yun blue ??   #TeamConversePH,@NatalieHartt,Jann Louise Hart,,,,Purchase Intent,,Twitter,23,,1182,540,548
625931656285720577,7/28/2015 3:31,http://twitter.com/dhudieth/status/625931656285720577,Chuck II. Huhuuuuuz.,@dhudieth,Judith ??••,Philippines,National Capital Region,Manila,Value for money,,Twitter,33,F,66528,367,587
625707563355652096,7/27/2015 12:41,http://twitter.com/PRYZMBrighton/status/625707563355652096,RT @DJChrisSpencer Camden bound tonight for the VIP @Converse #ChuckII launch party! ?? years in the making #djlife #conversereadyformore #sneakerhead #shoeporn,@PRYZMBrighton,PRYZM Brighton,United Kingdom,South East,Brighton,Look/Appearance,,Twitter,46,,2547,2250,1802
627151673866252289,7/31/2015 12:19,http://twitter.com/mistermcnight/status/627151673866252289,@Converse When are you shipping #ChuckII?  Ordered at midnight Monday night and no further update.,@mistermcnight,teku boy,United States of America,,,Availability,,Twitter,42,,8507,159,1216
625799664084873216,7/27/2015 18:47,http://twitter.com/Lauraanglionin/status/625799664084873216,"@Lauraanglionin J'ai le coup de coeur pour deux paires de Converse #ChuckII : une paire haute noire et une paire basse blanche, deux valeurs sûres ??????",@Lauraanglionin,Laura ,,,,Purchase Intent,,Twitter,37,F,2334,112,299
625444881687838720,7/26/2015 19:17,http://twitter.com/sgr5am/status/625444881687838720,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@sgr5am,23,,,,Purchase Intent,,Twitter,44,,6520,540,513
626502979080863744,7/29/2015 17:22,http://twitter.com/YC19916/status/626502979080863744,@ZacharyLevi the big question. Would Chuck of converted to the 'Chuck II' ?,@YC19916,Lewis Clark,United Kingdom,,,Availability,,Twitter,28,M,13775,160,239
625658164575252481,7/27/2015 9:25,http://twitter.com/naieaux/status/625658164575252481,RT @Kyle_JSimmons @bastilledan you seen the new @Converse #ChuckII ?? They are quite glorious.,@naieaux,naomi irapta,,,,Availability,,Twitter,40,F,10067,261,232
625937342264512513,7/28/2015 3:54,http://twitter.com/eckaang/status/625937342264512513,ChuckII huhu ????,@eckaang,eckaa.,Philippines,National Capital Region,Manila,Purchase Intent,,Twitter,32,,23632,402,343
625389801546641409,7/26/2015 15:38,http://twitter.com/SophiaMSays/status/625389801546641409,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@SophiaMSays,sôphia // 13.10.15,United Kingdom,,,Purchase Intent,,Twitter,45,F,27242,916,2001
625385163015368704,7/26/2015 15:20,http://twitter.com/nvmRiker/status/625385163015368704,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@nvmRiker,§Kelly§,,,,Purchase Intent,,Twitter,23,,1400,69,145
626647446836215808,7/30/2015 2:56,http://twitter.com/TheRyanPyles/status/626647446836215808,@Converse I'm asking you to take my money is you make me a pair of Chuck II in size 14. #RealTalk #CustomMade14 #MakeItHappen,@TheRyanPyles,Ryan Pyles,United States of America,California,,Availability,,Twitter,37,M,2310,165,85
626473656156352512,7/29/2015 15:25,http://twitter.com/Paeh_Namy/status/626473656156352512,all these chuckII ads are killin me.. =_=,@Paeh_Namy,Effervescence ,Malaysia,Kuala Lumpur,Kuala Lumpur,Availability,,Twitter,42,,53973,439,356
626103599676956672,7/28/2015 14:55,http://twitter.com/itsFrankieP/status/626103599676956672,Tried to go buy the new @Converse #ChuckII but apparently they don't sell them in stores ??,@itsFrankieP,Frankie P,United States of America,Florida,,Availability,,Twitter,48,,24160,1615,600
625385356490317824,7/26/2015 15:21,http://twitter.com/FxckingMonster/status/625385356490317824,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@FxckingMonster,Cali Girl /66,Poland,,,Purchase Intent,,Twitter,43,F,16578,606,943
625453423811428352,7/26/2015 19:51,http://twitter.com/raymondberlan5a/status/625453423811428352,@Converse will the low Chuck II have all the same details?,@raymondberlan5a,raymond•,United States of America,California,,Negative,,Twitter,32,M,6213,270,285
625671138673164288,7/27/2015 10:16,http://twitter.com/ParisFranceeee/status/625671138673164288,#ChuckII ??,@ParisFranceeee,? L A R E,Philippines,,,Look/Appearance,,Twitter,35,,14319,611,503
626053867239800832,7/28/2015 11:37,http://twitter.com/ellodie_/status/626053867239800832,Faut absolument que j'ai la nouvelle paire de Converse #ChuckII ! ??????,@ellodie_,elodie ?,France,,,Negative,,Twitter,41,F,8583,372,1675
626196746645934080,7/28/2015 21:05,http://twitter.com/DelGirlsHoops/status/626196746645934080,"Locally, the @Converse #ChuckTaylor #ChuckII release date (July 28th) was a bust.  All 4 Converse dealers without product today.  WTG!",@DelGirlsHoops,Jim C.,United States of America,,,Value for money,,Twitter,53,M,35023,945,935
626970192443105280,7/31/2015 0:18,http://twitter.com/nicsgirlie/status/626970192443105280,"Chuck II, black or white please?",@nicsgirlie,g,,,,Value for money,,Twitter,44,,70498,1834,264
626159647733456900,7/28/2015 18:37,http://twitter.com/AnnaMeww/status/626159647733456900,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@AnnaMeww,Anna Kathleen Clough,,,,Purchase Intent,,Twitter,46,F,17462,1836,1091
626063657730846720,7/28/2015 12:16,http://twitter.com/Quanh98/status/626063657730846720,tao mu?n mua converse chuck II :((,@Quanh98,no time long see,Vietnam,,,Value for money,,Twitter,31,,19399,118,335
625946221211815936,7/28/2015 4:29,http://twitter.com/REAL_TALK/status/625946221211815936,RT @rosedababs #ChuckII so lovely ugh ?? need one ?,@REAL_TALK,Real Talk!,,,,Purchase Intent,,Twitter,,,36348,448907,89
626556022451249153,7/29/2015 20:52,http://twitter.com/GagangRamadhan/status/626556022451249153,@amsdie harga berapa kak? polos ya kalo chuck II. yg jack purcell juga bagus sih kak. tapi kayaknya lebih tertarik chuck II :3,@GagangRamadhan,Fake account.,Indonesia,Jawa Timur,Jember,Value for money,,Twitter,35,,14539,1348,366
625415169796018176,7/26/2015 17:19,http://twitter.com/33melly66/status/625415169796018176,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@33melly66,Becca,,,,Purchase Intent,,Twitter,35,F,9814,56,433
625413418816634880,7/26/2015 17:12,http://twitter.com/Yulisa_Swag/status/625413418816634880,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@Yulisa_Swag,Yulisa Lucas,,,,Purchase Intent,,Twitter,,M,500,577,898
625385075463581696,7/26/2015 15:19,http://twitter.com/Naomir5lover/status/625385075463581696,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@Naomir5lover,Naomi loves r5,,,,Purchase Intent,,Twitter,,F,946,95,511
626464347863166976,7/29/2015 14:48,http://twitter.com/Kim1971kim/status/626464347863166976,@rydelR5 BLACK OR BLUE #ChuckII @Converse #chucktaylor PLEASE HELP,@Kim1971kim,?LIVIN DA MOJO LIFE?,,,,Availability,,Twitter,33,,53852,1100,511
627150674694905856,7/31/2015 12:15,http://twitter.com/amozoqueno21/status/627150674694905856,"RT @JackSWS My @Converse Chuck II just showed up, it's the biggest game changer ever. So dope",@amozoqueno21,lulu ?,,,,Value for money,,Twitter,35,,4398,691,892
625948744870068225,7/28/2015 4:39,http://twitter.com/REAL_TALK/status/625948744870068225,RT @tysmansp #ChuckII ???? please,@REAL_TALK,Real Talk!,,,,Purchase Intent,,Twitter,,,36353,448904,89
625396299609681920,7/26/2015 16:04,http://twitter.com/anayanetzi23/status/625396299609681920,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@anayanetzi23,ana| not an apology,,,,Purchase Intent,,Twitter,40,F,27331,1222,1172
625390744312913920,7/26/2015 15:42,http://twitter.com/sabrinaluly/status/625390744312913920,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@sabrinaluly,Sabrina ,,,,Purchase Intent,,Twitter,41,F,8001,154,430
625351072387854336,7/26/2015 13:04,http://twitter.com/chicosinsuerte1/status/625351072387854336,RT @Candyblues1 Chau me fui de chuckii,@chicosinsuerte1,?.only memories.?,,,,Negative,,Twitter,32,,3875,103,123
625717697045618688,7/27/2015 13:21,http://twitter.com/haidee_R5Family/status/625717697045618688,"RT @oficialR5Mexico Tweet de @rikerR5: ""No puedo esperar para conseguir un par de estos nuevos @Converse! #ChuckII""
#R5MxUpdate",@haidee_R5Family,??R5||México??,,,,Purchase Intent,,Twitter,42,,8079,822,1994
627291516604690432,7/31/2015 21:35,http://twitter.com/basswolfdee/status/627291516604690432,"Every site I go to for the new All Star Chuck II Converses is fucking sold out, I pray Mall of Georgia has them tomorrow.",@basswolfdee,BASSWOLFDEE,United States of America,Georgia,Athens,Availability,,Twitter,36,,56562,653,622
625389619106988032,7/26/2015 15:37,http://twitter.com/AzulrinesiR5/status/625389619106988032,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@AzulrinesiR5,?Follow Me R5?,,,,Purchase Intent,,Twitter,27,,1740,131,375
626888303099445248,7/30/2015 18:53,http://twitter.com/willmalone365/status/626888303099445248,Chuck II's are what my feet have always wanted. Sneakers with support that don't look like over-designed garbage,@willmalone365,Will Malone,,,,Value for money,,Twitter,,M,5084,149,394
626086886491222016,7/28/2015 13:48,http://twitter.com/ellnewm/status/626086886491222016,chuck II's man wow,@ellnewm,-,United Kingdom,South West,,Value for money,,Twitter,26,,2152,91,48
625385103276048384,7/26/2015 15:20,http://twitter.com/Kailaroselynch/status/625385103276048384,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@Kailaroselynch,Kaila Ross Scribner,,,,Purchase Intent,,Twitter,29,,6434,404,859
626478480696283136,7/29/2015 15:44,http://twitter.com/TacoTansel/status/626478480696283136,@TacoTansel I'll get Chuck II's when they become so widespread that they start selling them at Payless.,@TacoTansel,Big Tansel,,,,Value for money,,Twitter,47,,38913,606,593
626234777129988096,7/28/2015 23:36,http://twitter.com/yespalm1/status/626234777129988096,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@yespalm1,Yespalm,,,,Purchase Intent,,Twitter,12,,996,12,45
625342447279804417,7/26/2015 12:30,http://twitter.com/Nindesperate/status/625342447279804417,"@Converse Roooh lala mais les #ChuckII en rouge elles sont tellement canon ! ??????
#converse #courir #courirstyle #shoesaddict #shoes",@Nindesperate,Ninon,France,Pays de la Loire,Angers,Negative,,Twitter,45,F,25746,347,518
626122268167524353,7/28/2015 16:09,http://twitter.com/kidkedi/status/626122268167524353,Need a pair of them Chuck II,@kidkedi,kedi,United States of America,New York,New York,Purchase Intent,,Twitter,42,,4375,219,162
626926192659050496,7/30/2015 21:23,http://twitter.com/herlastvow/status/626926192659050496,"The question is, will the new fancy footbed from Chuck II fit the original Chuck? #ilikeminewornout",@herlastvow,SHEZZA,United Kingdom,,,Value for money,,Twitter,14,,6659,79,134
627115516495327232,7/31/2015 9:56,http://twitter.com/Steven_M_Dalton/status/627115516495327232,I enjoyed PF flyers b/c they had everything comfy @Converse did not (still love them) Then you drop the #chuckII and TOTALLY REDEEM YOURSELF,@Steven_M_Dalton,Steven Dalton,United States of America,Pennsylvania,Pittsburgh,Availability,,Twitter,27,M,1173,126,214
626010374765031425,7/28/2015 8:44,http://twitter.com/ejaybocao/status/626010374765031425,Paliti ko ninyo ug Chuck II ??,@ejaybocao,EJAYeometry????,Philippines,Davao (Region XI),Davao,Value for money,,Twitter,29,,14646,534,436
625315073389674496,7/26/2015 10:41,http://twitter.com/muhizy/status/625315073389674496,"Converse ""Chuck II"" , ain't so bad . Looks fresh .",@muhizy,Israelite,South Africa,Gauteng,,Negative,,Twitter,33,,6297,222,241
626267571201818628,7/29/2015 1:46,http://twitter.com/aadip/status/626267571201818628,"@Converse just figured out what was tripping me up about Chuck IIs...the laces aren't white, they're the same color as the shoe.",@aadip,aadip,United States of America,California,Los Angeles,Availability,,Twitter,61,,5642,7966,2304
625476310136172544,7/26/2015 21:22,http://twitter.com/Ayelen_R5/status/625476310136172544,"RT @oficialR5Mexico Tweet de @rikerR5: ""No puedo esperar para conseguir un par de estos nuevos @Converse! #ChuckII""
#R5MxUpdate",@Ayelen_R5,Aye Repeating Days,Argentina,Ciudad de Buenos Aires,Buenos Aires,Negative,,Twitter,39,,1448,794,1970
625990480816435200,7/28/2015 7:25,http://twitter.com/manon_brallet/status/625990480816435200,?? #ChuckII,@manon_brallet,MessiBelieber?,,,,Purchase Intent,,Twitter,37,,1075,500,851
626425431055466496,7/29/2015 12:13,http://twitter.com/sherwinnn/status/626425431055466496,Manrabaho ko para nimo #ChuckII ...,@sherwinnn,Mister Robot,Philippines,National Capital Region,Manila,Purchase Intent,,Twitter,30,,3932,314,215
625388138236612608,7/26/2015 15:32,http://twitter.com/sunsprayberry/status/625388138236612608,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@sunsprayberry,v loves m • met my??,,,,Purchase Intent,,Twitter,30,,72326,2482,689
625889174646755328,7/28/2015 0:43,http://twitter.com/JHrrs1/status/625889174646755328,RT @Kyle_JSimmons @bastilledan you seen the new @Converse #ChuckII ?? They are quite glorious.,@JHrrs1,Jessica Harris,United States of America,Massachusetts,Boston,Availability,,Twitter,,F,2319,64,56
626745058356817920,7/30/2015 9:24,http://twitter.com/BennyStackSPK_/status/626745058356817920,"I'm here for thee Chuck IIs. After years of remaining thee same, thee classic gets an update. Can't wait til they get a pink pair",@BennyStackSPK_,black male,United States of America,,,Value for money,,Twitter,40,,15407,1674,236
627074813371269120,7/31/2015 7:14,http://twitter.com/adeebinator/status/627074813371269120,May sell my converses. Anyone want them? Chuck II's for like 150,@adeebinator,child,United Kingdom,Greater London,London,Value for money,,Twitter,38,,12185,247,191
625499845596422144,7/26/2015 22:55,http://twitter.com/kaykaylovesr5/status/625499845596422144,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@kaykaylovesr5,kaylynne ?,,,,Purchase Intent,,Twitter,30,,12035,238,37
625406975250030592,7/26/2015 16:46,http://twitter.com/BritanyUribe/status/625406975250030592,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@BritanyUribe,Britany#R5Family,,,,Purchase Intent,,Twitter,32,F,2839,93,380
625385067960004608,7/26/2015 15:19,http://twitter.com/dellyjpeg/status/625385067960004608,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@dellyjpeg,?j??????,United States of America,New York,New York,Purchase Intent,,Twitter,34,,6036,202,232
625388328603549701,7/26/2015 15:32,http://twitter.com/Tayy_Rothh/status/625388328603549701,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@Tayy_Rothh,Taylor Roth,,,,Purchase Intent,,Twitter,41,M,10857,608,1517
627152593635008512,7/31/2015 12:23,http://twitter.com/heyitsmelilyx/status/627152593635008512,"RT @JackSWS My @Converse Chuck II just showed up, it's the biggest game changer ever. So dope",@heyitsmelilyx,Lily,,,,Value for money,,Twitter,10,F,55,18,10
625399900126232576,7/26/2015 16:18,http://twitter.com/R5myLife_4ever/status/625399900126232576,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@R5myLife_4ever,#HeartMadeUpOnR5 ?,United States of America,,,Purchase Intent,,Twitter,37,,5791,518,622
626142520163090432,7/28/2015 17:29,http://twitter.com/houtmanlisa/status/626142520163090432,"Morgen ga ik m'n Chuck Taylor II ophalen, ik ben zó benieuwd je wilt niet weten. #Converse #ChuckII",@houtmanlisa,Lisa Houtman,Netherlands,,,Availability,,Twitter,29,F,26379,281,307
625656296780472321,7/27/2015 9:17,http://twitter.com/shimmy16/status/625656296780472321,RT @Kyle_JSimmons @bastilledan you seen the new @Converse #ChuckII ?? They are quite glorious.,@shimmy16,Agnes,Poland,,,Purchase Intent,,Twitter,37,F,88042,2201,1323
626300430763462656,7/29/2015 3:57,http://twitter.com/alyssamdlc/status/626300430763462656,Time to use all my converse again ?? kaso gusto ko nga nung chuck II hahahaha ????,@alyssamdlc,SAM,Philippines,National Capital Region,Manila,Negative,,Twitter,40,M,91040,1483,514
625928048718839808,7/28/2015 3:17,http://twitter.com/John1Williamson/status/625928048718839808,Hello @Converse where can I buy your new Chuck twos in the UK please?,@John1Williamson,John Williamson,,,,Value for money,,Twitter,42,M,8485,931,1140
625363254169223172,7/26/2015 13:53,http://twitter.com/bigsexy_54/status/625363254169223172,Bout to buy like 3 pairs of Chuck II 's when they release in 2 days. Best shoes ever,@bigsexy_54,Cory Epprecht,United States of America,Wisconsin,Madison,Purchase Intent,,Twitter,33,M,9724,468,508
626070386392739840,7/28/2015 12:43,http://twitter.com/PaoEMor/status/626070386392739840,Chuck II's ordered... now I wait. Are they here yet?,@PaoEMor,Paola,United States of America,,,Value for money,,Twitter,17,F,1520,47,149
626459522010382336,7/29/2015 14:29,http://twitter.com/LuanSOliveira/status/626459522010382336,gnt cês não tão entendendo o quanto eu tô preocupado com a questão do chuck II.,@LuanSOliveira,nó cego,United States of America,,,Value for money,,Twitter,46,,28395,652,1150
626258530266263552,7/29/2015 1:10,http://twitter.com/candiepaulson/status/626258530266263552,I need a pair of the chuck Taylor II STAT! ????#Converse #ChuckII  #chucksonwithstlauren,@candiepaulson,Candie,,,,Purchase Intent,,Twitter,18,,2297,84,209
625417784823021568,7/26/2015 17:29,http://twitter.com/bia20082001/status/625417784823021568,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@bia20082001,Beatriz Zimmer,,,,Purchase Intent,,Twitter,13,F,363,12,46
625996787548037120,7/28/2015 7:50,http://twitter.com/DoskanetteGame/status/625996787548037120,"RT @PopiGames J'ai vu #ChuckII en TT, j'ai cru qu'ils allaient relancer Chuck, faux espoirs :c",@DoskanetteGame, • Doskashneck •,,,,Value for money,,Twitter,40,,1430,139,67
626392691547377664,7/29/2015 10:03,http://twitter.com/jeragallero/status/626392691547377664,Loving the new Chuck II. Will be grabbing my pair soon! ?,@jeragallero,Jera Gallero,Philippines,National Capital Region,Manila,Availability,,Twitter,32,F,43614,8842,467
626000049323913216,7/28/2015 8:03,http://twitter.com/memoiraaa/status/626000049323913216,"@MrChickenDeluxe why are u trending???? ""#ChuckII "" HAHAHAA",@memoiraaa,Moira Emille,Philippines,National Capital Region,Manila,Availability,,Twitter,27,F,11118,162,214
626306100296486912,7/29/2015 4:19,http://twitter.com/ZarrisAkhmar/status/626306100296486912,@zzulaika ChuckII nais,@ZarrisAkhmar,Zarris Akhmar,,,,Availability,,Twitter,40,,6806,348,436
626055286206304256,7/28/2015 11:43,http://twitter.com/LionHaloho/status/626055286206304256,Oh my God.. Converse Chuck II already release in Indonesia!! Unfortunately had no money??,@LionHaloho,Lion Haloho ?,Indonesia,,,Negative,,Twitter,36,M,88691,531,100
625385188848205824,7/26/2015 15:20,http://twitter.com/_Raura_is_real/status/625385188848205824,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@_Raura_is_real,?Annie?|15 days-BDAy,Belarus,City of Minsk,Minsk,Purchase Intent,,Twitter,44,F,9229,352,247
626316459199705088,7/29/2015 5:00,http://twitter.com/NatalieHartt/status/626316459199705088,RT @angeliedayo Now Trending #TeamConversePH #ChuckII,@NatalieHartt,Jann Louise Hart,,,,Purchase Intent,,Twitter,23,,1179,540,548
625893332951150592,7/28/2015 0:59,http://twitter.com/wesleywhamond/status/625893332951150592,Stoked! I'm locked in on a pair of blue hi top  #ChuckII 's @Converse,@wesleywhamond,wesley whamond,,,,Purchase Intent,,Twitter,43,M,16296,316,1427
627148970935078913,7/31/2015 12:09,http://twitter.com/lak3nmari3/status/627148970935078913,I need a pair of #ChuckII,@lak3nmari3,laken berezansky,United States of America,,,Purchase Intent,,Twitter,34,F,2819,368,548
626283328908345344,7/29/2015 2:49,http://twitter.com/ririjavier/status/626283328908345344,Wala naman nabago sa Chuck II kaloka,@ririjavier,Riri P,Philippines,National Capital Region,Manila,Value for money,,Twitter,42,,18629,356,160
625935313404178433,7/28/2015 3:46,http://twitter.com/jamesapdua/status/625935313404178433,#ChuckII ??,@jamesapdua,Tiago,Philippines,National Capital Region,,Purchase Intent,,Twitter,40,M,12795,316,194
627189274002112512,7/31/2015 14:49,http://twitter.com/drunkmesscth/status/627189274002112512,"RT @JackSWS My @Converse Chuck II just showed up, it's the biggest game changer ever. So dope",@drunkmesscth,n loves c,,,,Value for money,,Twitter,46,,21114,3114,188
626002831485612032,7/28/2015 8:14,http://twitter.com/IwannaBmadeOver/status/626002831485612032,RT @LouiseDillon89 Definitely getting the new #ChuckII They look so nice! @Converse,@IwannaBmadeOver,Abernathy,,,,Look/Appearance,,Twitter,30,,2315,70,90
626210126832074754,7/28/2015 21:58,http://twitter.com/jonnydevil_/status/626210126832074754,converse kind of fucked up on the new chuck II design when the left out the cool little black pinstripe that gives you superpowers.,@jonnydevil_,jonnydevil_,United States of America,California,Los Angeles,Availability,,Twitter,41,,4647,159,121
626286633336242176,7/29/2015 3:02,http://twitter.com/MyMeecJaps/status/626286633336242176,RT @JAdikz Pictures ni Julie sa China nung Chuck II launch? Follow @IAmJeffreyOsoc !! ??,@MyMeecJaps,Mariel Camposano,Philippines,,,Value for money,,Twitter,44,F,15805,232,557
625979795264905216,7/28/2015 6:43,http://twitter.com/sherbsville/status/625979795264905216,"not wanting to sound like a hipster, but i dont think i approve of chuck II. Takes away a big part of what wearing chucks is all about.",@sherbsville,sherbie,United Kingdom,,,Value for money,,Twitter,29,,20359,199,89
625685126815567872,7/27/2015 11:12,http://twitter.com/kingsleyy97/status/625685126815567872,RT @Kyle_JSimmons @bastilledan you seen the new @Converse #ChuckII ?? They are quite glorious.,@kingsleyy97,broken,Poland,,,Availability,,Twitter,45,,73123,3648,3415
625660884640141312,7/27/2015 9:35,http://twitter.com/AnOrchidInBloom/status/625660884640141312,Waiting for tomorrow. My wedding anniversary AND the release of @Converse #ChuckII!,@AnOrchidInBloom,Alissa M. Trumbull,United States of America,Illinois,Chicago,Purchase Intent,,Twitter,61,F,13432,3473,3735
625405681605193728,7/26/2015 16:41,http://twitter.com/rossxconverses/status/625405681605193728,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@rossxconverses,Lia//pcd//40?,United States of America,New Jersey,,Purchase Intent,,Twitter,37,F,5244,273,437
625385825136541696,7/26/2015 15:22,http://twitter.com/Captain_Rikerr/status/625385825136541696,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@Captain_Rikerr,Delly,,,,Purchase Intent,,Twitter,37,,6368,334,833
626223465171816448,7/28/2015 22:51,http://twitter.com/CrystalPepsi/status/626223465171816448,@patrickjcs the Chuck II's released last night. Better construction and whatnot I guess. Sold out already.,@CrystalPepsi,Clear Cola Rick,United States of America,California,San Francisco,Availability,,Twitter,,M,77604,1121,979
625664114854133760,7/27/2015 9:48,http://twitter.com/DivaaMcCurdy/status/625664114854133760,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@DivaaMcCurdy,gabriela,,,,Purchase Intent,,Twitter,40,F,131336,4312,2633
625387216190205952,7/26/2015 15:28,http://twitter.com/Glubschi_R5/status/625387216190205952,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@Glubschi_R5,Glubschi,,,,Purchase Intent,,Twitter,25,,2422,33,51
625354108111847424,7/26/2015 13:16,http://twitter.com/JOHNtexx/status/625354108111847424,ChuckII look hella nice,@JOHNtexx,Bwana Ya Nerea,United States of America,,,Purchase Intent,,Twitter,52,,81950,2328,1037
625385838734610432,7/26/2015 15:22,http://twitter.com/sara_digiorgio/status/625385838734610432,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@sara_digiorgio,Mss. Styles,Italy,Lombardia,Milan,Purchase Intent,,Twitter,25,,2773,170,532
625443243757563904,7/26/2015 19:11,http://twitter.com/httpxR5_Smile/status/625443243757563904,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@httpxR5_Smile,Dx.nnxe,Brazil,,,Purchase Intent,,Twitter,30,,7404,455,744
625393586163556352,7/26/2015 15:53,http://twitter.com/AndrEEaDEyou/status/625393586163556352,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@AndrEEaDEyou,DollY,United States of America,,,Purchase Intent,,Twitter,23,F,989,670,1702
625389984065961984,7/26/2015 15:39,http://twitter.com/AnaSofiaOlive20/status/625389984065961984,RT @rikerR5 Cannot wait to get a pair of these new @Converse! #ChuckII,@AnaSofiaOlive20,Ana Sofia R5,,,,Purchase Intent,,Twitter,29,F,2781,290,349
626728064135753728,7/30/2015 8:16,http://twitter.com/katkatchenen/status/626728064135753728,"RT @charmainedoble Si Julie: may ChuckII, may Preview, may new MV. Si Elmo: may Janine. #ayunlang ??",@katkatchenen,KAT,Japan,,,Purchase Intent,,Twitter,53,F,129525,4344,922
626741884895899648,7/30/2015 9:11,http://twitter.com/Naaav17/status/626741884895899648,Even the white looks sick! #Converse #ChuckII,@Naaav17,N.,Australia,Victoria,Melbourne,Look/Appearance,,Twitter,20,,3653,170,330
627253148768464897,7/31/2015 19:02,http://twitter.com/wtfarquarson/status/627253148768464897,RT @kylsimmons @Kyle_JSimmons haven't you bought a pair of chuck II?,@wtfarquarson,nicolly,,,,Value for money,,Twitter,51,,60212,1866,1045
625649169961762816,7/27/2015 8:49,http://twitter.com/runintothenight/status/625649169961762816,RT @Kyle_JSimmons @bastilledan you seen the new @Converse #ChuckII ?? They are quite glorious.,@runintothenight,Merleen,Estonia,,,Purchase Intent,,Twitter,49,,58812,1243,276
625796694014357505,7/27/2015 18:35,http://twitter.com/cf_dm5/status/625796694014357505,"@Converse When can i Order the #chuckII in europe, germany? It isnt in the shop right now:(",@cf_dm5,?????5,,,,Purchase Intent,,Twitter,23,,674,26,157
626137534398091266,7/28/2015 17:09,http://twitter.com/CodyDGunckel/status/626137534398091266,Gonna have to purchase a few pairs of them Converse Chuck II's...,@CodyDGunckel,Cody Gunckel,United States of America,,,Value for money,,Twitter,42,M,17774,542,264
